state,county,statefips,countyfips,total_est,fed_est,has_fed_est,state_est,has_state_est,local_est,has_local_est,priv_est,has_priv_est,business_est,has_business_est,construction_est,has_construction_est,education_est,has_education_est,finance_est,has_finance_est,goods_est,has_goods_est,information_est,has_information_est,leisure_est,has_leisure_est,manufacturing_est,has_manufacturing_est,mining_est,has_mining_est,other_est,has_other_est,service_est,has_service_est,trade_est,has_trade_est,total_emp,fed_emp,has_fed_emp,state_emp,has_state_emp,local_emp,has_local_emp,priv_emp,has_priv_emp,business_emp,has_business_emp,construction_emp,has_construction_emp,education_emp,has_education_emp,finance_emp,has_finance_emp,goods_emp,has_goods_emp,information_emp,has_information_emp,leisure_emp,has_leisure_emp,manufacturing_emp,has_manufacturing_emp,mining_emp,has_mining_emp,other_emp,has_other_emp,service_emp,has_service_emp,trade_emp,has_trade_emp,total_wage,fed_wage,has_fed_wage,state_wage,has_state_wage,local_wage,has_local_wage,priv_wage,has_priv_wage,business_wage,has_business_wage,construction_wage,has_construction_wage,education_wage,has_education_wage,finance_wage,has_finance_wage,goods_wage,has_goods_wage,information_wage,has_information_wage,leisure_wage,has_leisure_wage,manufacturing_wage,has_manufacturing_wage,mining_wage,has_mining_wage,other_wage,has_other_wage,service_wage,has_service_wage,trade_wage,has_trade_wage,fed_ratio_e,has_fed_ratio_e,fed_ratio_w,has_fed_ratio_w,state_ratio_e,has_state_ratio_e,state_ratio_w,has_state_ratio_w,local_ratio_e,has_local_ratio_e,local_ratio_w,has_local_ratio_w,priv_ratio_e,has_priv_ratio_e,priv_ratio_w,has_priv_ratio_w,business_ratio_e,has_business_ratio_e,business_ratio_w,has_business_ratio_w,construction_ratio_e,has_construction_ratio_e,construction_ratio_w,has_construction_ratio_w,education_ratio_e,has_education_ratio_e,education_ratio_w,has_education_ratio_w,finance_ratio_e,has_finance_ratio_e,finance_ratio_w,has_finance_ratio_w,goods_ratio_e,has_goods_ratio_e,goods_ratio_w,has_goods_ratio_w,information_ratio_e,has_information_ratio_e,information_ratio_w,has_information_ratio_w,leisure_ratio_e,has_leisure_ratio_e,leisure_ratio_w,has_leisure_ratio_w,manufacturing_ratio_e,has_manufacturing_ratio_e,manufacturing_ratio_w,has_manufacturing_ratio_w,mining_ratio_e,has_mining_ratio_e,mining_ratio_w,has_mining_ratio_w,other_ratio_e,has_other_ratio_e,other_ratio_w,has_other_ratio_w,service_ratio_e,has_service_ratio_e,service_ratio_w,has_service_ratio_w,trade_ratio_e,has_trade_ratio_e,trade_ratio_w,has_trade_ratio_w
 Georgia,Appling County,13,13001,5.7037826,1.9459101,1,2.0794415,1,2.3025851,1,5.6167712,1,2.9957323,1,3.4339871,1,2.6390574,1,2.3025851,1,4.3694477,1,2.0794415,1,2.7080503,1,3.2580965,1,3.0910425,1,3.2958369,1,5.2781148,1,4.6347289,1,8.5377798,3.9889841,1,4.7095304,1,6.9382844,1,8.2707806,1,4.6728287,1,5.3565865,1,4.882802,1,4.2626801,1,7.2399325,1,3.871201,1,5.0562458,1,6.921658,1,5.1239638,1,4.5849676,1,7.8296304,1,7.5501351,1,10.035962,10.011175,1,10.001476,1,9.6655474,1,10.115691,1,10.443279,1,9.711237,1,9.5831442,1,9.820323,1,9.7438469,1,10.088763,1,8.7111139,1,9.779171,1,9.5498791,1,9.5932875,1,10.274603,1,10.399372,1,.36000001,1,.27000001,1,.60000002,1,.51999998,1,2.0799999,1,1.4299999,1,.92000002,1,1.01,1,.22,1,.28,1,.87,1,.56,1,.25999999,1,.17,1,.22,1,.15000001,1,1.2,1,.76999998,1,.37,1,.28999999,1,.34999999,1,.22,1,1.21,1,.79000002,1,2.05,1,1.3099999,1,.60000002,1,.57999998,1,.81,1,1.11,1,1.8,1,2.8699999,1
 Georgia,Atkinson County,13,13003,4.5747108,1.6094379,1,1.7917595,1,1.3862944,1,4.4067192,1,0,0,0,0,1.6094379,1,1.7917595,1,3.0910425,1,0,0,1.9459101,1,1.9459101,1,0,0,0,0,4.0943446,1,3.4657359,1,7.3543625,3.0445225,1,3.4965076,1,5.5451775,1,7.133296,1,0,0,0,0,2.4849067,1,3.5263605,1,6.4264884,1,0,0,3.3672957,1,6.2728772,1,0,0,0,0,6.4536252,1,5.4467373,1,9.6554108,9.8965635,1,9.9310541,1,9.6429014,1,9.6449108,1,0,0,0,0,9.4282703,1,9.6675119,1,9.8021193,1,0,0,8.3035049,1,9.8752422,1,0,0,0,0,9.4637413,1,9.5929461,1,.44999999,1,.44999999,1,.57999998,1,.69999999,1,1.6799999,1,1.66,1,.95999998,1,.95999998,1,0,0,0,0,0,0,0,0,.079999998,1,.07,1,.34999999,1,.28999999,1,1.74,1,1.74,1,0,0,0,0,.20999999,1,.13,1,2.0699999,1,2.1700001,1,0,0,0,0,0,0,0,0,.67000002,1,.60000002,1,.72000003,1,.75,1
 Georgia,Bacon County,13,13005,5.3278761,1.9459101,1,1.7917595,1,1.9459101,1,5.2257466,1,2.8332133,1,1.9459101,1,2.3978953,1,2.9444389,1,3.4657359,1,0,0,2.4849067,1,2.7725887,1,2.3025851,1,0,0,5.0369525,1,4.3438053,1,8.1501789,3.4011974,1,4.1108737,1,6.2633982,1,7.9543724,1,4.1108737,1,3.1780539,1,4.8283138,1,4.7004805,1,7.3907986,1,0,0,4.5747108,1,7.3085427,1,4.6443911,1,0,0,7.1115122,1,6.6293631,1,9.5559139,10.061346,1,9.9024868,1,9.5803165,1,9.5353909,1,9.7767334,1,9.1937027,1,9.4923563,1,9.6777153,1,9.5919228,1,0,0,8.8245306,1,9.6119986,1,9.3487968,1,0,0,9.4554806,1,9.3429461,1,.28999999,1,.37,1,.47999999,1,.62,1,1.5599999,1,1.6,1,.98000002,1,.98000002,1,.18000001,1,.2,1,.15000001,1,.090000004,1,.37,1,.36000001,1,.50999999,1,.47999999,1,2.0599999,1,1.84,1,0,0,0,0,.31999999,1,.36000001,1,2.6300001,1,2.3399999,1,1.87,1,1.58,1,0,0,0,0,.57999998,1,.56999999,1,1.0599999,1,.94999999,1
 Georgia,Baker County,13,13007,3.7376697,1.6094379,1,0,0,0,0,3.3322046,1,0,0,0,0,0,0,0,0,1.6094379,1,0,0,0,0,0,0,0,0,1.7917595,1,3.0910425,1,2.3025851,1,6.4488893,2.4849067,1,0,0,0,0,6.1003189,1,0,0,0,0,0,0,0,0,5.5254531,1,0,0,0,0,0,0,0,0,2.4849067,1,5.2729998,1,4.8283138,1,9.6763983,9.9457808,1,0,0,0,0,9.7222052,1,0,0,0,0,0,0,0,0,9.4571218,1,0,0,0,0,0,0,0,0,8.8819752,1,9.983407,1,10.082512,1,.63999999,1,.64999998,1,0,0,0,0,0,0,0,0,.83999997,1,.89999998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74,1,1.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.60000002,1,.38999999,1,.50999999,1,.75,1,.95999998,1,1.59,1
 Georgia,Baldwin County,13,13009,6.5424719,1.7917595,1,2.8903718,1,2.0794415,1,6.4952655,1,4.2766662,1,0,0,4.356709,1,3.9512436,1,4.6539602,1,1.9459101,1,4.0430512,1,3.2958369,1,0,0,4.4543471,1,6.3225651,1,5.3278761,1,9.8155851,4.2766662,1,8.7732296,1,7.5043917,1,9.2073355,1,5.5412636,1,0,0,6.9157233,1,5.9939613,1,8.4198008,1,5.09375,1,6.9612961,1,8.3363905,1,0,0,5.7620516,1,8.6004305,1,7.7111011,1,9.7896471,10.165313,1,9.9616623,1,9.7970705,1,9.654706,1,9.6044073,1,0,0,9.7383184,1,9.7624426,1,9.8673935,1,9.9654293,1,8.7920942,1,9.8827238,1,0,0,9.2495613,1,9.4343634,1,9.3783941,1,.13,1,.15000001,1,9.6499996,1,10.4,1,1.02,1,1.03,1,.64999998,1,.57999998,1,.14,1,.1,1,0,0,0,0,.56,1,.55000001,1,.34999999,1,.28,1,1.09,1,1.02,1,.34999999,1,.31,1,.66000003,1,.56999999,1,1.39,1,1.28,1,0,0,0,0,.54000002,1,.47999999,1,.49000001,1,.37,1,.58999997,1,.43000001,1
 Georgia,Banks County,13,13011,4.7273879,1.9459101,1,1.6094379,1,1.6094379,1,4.5643482,1,2.3025851,1,0,0,0,0,0,0,3.5553482,1,0,0,2.8903718,1,2.5649493,1,0,0,0,0,4.1271343,1,3.1354942,1,7.7336836,3.0445225,1,3.6888795,1,5.7462034,1,7.5548587,1,3.0445225,1,0,0,0,0,0,0,6.8855095,1,0,0,6.3456364,1,6.812345,1,0,0,0,0,6.8373327,1,5.6733232,1,9.4483328,9.8730803,1,9.9831305,1,9.6141376,1,9.396986,1,9.3653765,1,0,0,0,0,0,0,9.6374369,1,0,0,8.8486528,1,9.6371756,1,0,0,0,0,9.061492,1,9.2650175,1,.31,1,.36000001,1,.47999999,1,.74000001,1,1.41,1,1.66,1,1,1,.95999998,1,.1,1,.079999998,1,0,0,0,0,0,0,0,0,0,0,0,0,1.88,1,1.96,1,0,0,0,0,2.8699999,1,3.6600001,1,2.4300001,1,2.47,1,0,0,0,0,0,0,0,0,.67000002,1,.49000001,1,.62,1,.56999999,1
 Georgia,Barrow County,13,13013,6.2363696,2.1972246,1,2.1972246,1,2.0794415,1,6.1841488,1,3.8066626,1,0,0,3.4965076,1,3.6635616,1,4.9698133,1,0,0,3.2958369,1,3.8501475,1,0,0,4.0604429,1,5.8318825,1,4.9272537,1,9.0522823,4.9836068,1,5.1059456,1,7.0112138,1,8.8703823,1,6.1548581,1,0,0,6.4409466,1,5.7960577,1,8.1693363,1,0,0,6.2971091,1,7.971776,1,0,0,5.32301,1,8.1850719,1,7.2392149,1,9.7863359,10.113262,1,9.7771301,1,9.7321062,1,9.7868414,1,9.8975201,1,0,0,9.8113718,1,9.7909346,1,9.9251022,1,0,0,8.9667387,1,9.9557476,1,0,0,9.3744984,1,9.6290503,1,9.6104574,1,.57999998,1,.62,1,.52999997,1,.47999999,1,1.34,1,1.26,1,1,1,1.01,1,.56999999,1,.56,1,0,0,0,0,.75,1,.80000001,1,.62,1,.50999999,1,1.8200001,1,1.8,1,0,0,0,0,.73000002,1,.75,1,2.0699999,1,2.0699999,1,0,0,0,0,.75,1,.75,1,.69,1,.63999999,1,.79000002,1,.73000002,1
 Georgia,Bartow County,13,13015,6.9488974,2.0794415,1,2.4849067,1,2.5649493,1,6.9167151,1,4.5325994,1,4.919981,1,4.3307333,1,4.4659081,1,5.5174527,1,2.3978953,1,4.4998097,1,4.6151204,1,2.3978953,1,4.4067192,1,6.6333184,1,5.768321,1,9.9068317,5.267858,1,6.4101748,1,7.7540526,1,9.7370787,1,6.6669569,1,6.9353704,1,6.8532991,1,6.5147128,1,9.0425129,1,5.2933049,1,7.2291141,1,8.8818359,1,5.4249501,1,5.7899604,1,9.0453482,1,8.3332701,1,9.8973684,10.148354,1,10.041987,1,9.8080778,1,9.9002829,1,9.8940935,1,10.02096,1,9.921917,1,9.767725,1,10.043249,1,10.096254,1,9.0165129,1,10.036575,1,10.313907,1,9.6164722,1,9.7338848,1,9.8035011,1,.33000001,1,.33000001,1,.82999998,1,.87,1,1.1900001,1,1.09,1,1.01,1,1.03,1,.41,1,.34999999,1,1.0700001,1,1.09,1,.47999999,1,.50999999,1,.54000002,1,.38999999,1,1.85,1,1.85,1,.38999999,1,.34999999,1,.79000002,1,.75999999,1,2.1900001,1,2.1199999,1,.70999998,1,1.11,1,.50999999,1,.57999998,1,.69,1,.63999999,1,1,1,1.01,1
 Georgia,Ben Hill County,13,13017,5.9242558,1.7917595,1,2.1972246,1,1.9459101,1,5.8636312,1,3.1780539,1,3.1354942,1,3.4011974,1,3.7841897,1,4.2484951,1,1.6094379,1,3.0445225,1,3.5553482,1,2.4849067,1,3.6635616,1,5.6419072,1,4.7874918,1,8.767952,3.713572,1,5.5012584,1,6.9295168,1,8.5403233,1,4.6347289,1,5.0562458,1,5.8805332,1,5.7807436,1,7.9606724,1,4.4998097,1,5.5093884,1,7.8512721,1,4.9416423,1,4.4659081,1,7.71913,1,6.9488974,1,9.7384357,10.068959,1,9.9822063,1,9.6812181,1,9.7331734,1,9.4838724,1,9.8371878,1,9.4152384,1,9.7500448,1,9.9000816,1,10.012028,1,8.6466417,1,9.9093208,1,9.7922211,1,9.2482138,1,9.4702396,1,9.4739342,1,.22,1,.23999999,1,1.04,1,1.21,1,1.64,1,1.54,1,.94999999,1,.95999998,1,.17,1,.11,1,.50999999,1,.50999999,1,.56999999,1,.43000001,1,.81,1,.68000001,1,1.96,1,1.99,1,.55000001,1,.54000002,1,.44,1,.34,1,2.4400001,1,2.4400001,1,1.36,1,1.48,1,.41999999,1,.38999999,1,.57999998,1,.47999999,1,.77999997,1,.67000002,1
 Georgia,Berrien County,13,13019,5.5373344,2.0794415,1,2.0794415,1,2.1972246,1,5.433722,1,2.8332133,1,3.0910425,1,2.6390574,1,2.8332133,1,3.9120231,1,0,0,2.1972246,1,2.8332133,1,2.3978953,1,0,0,5.187386,1,4.5538769,1,8.4633703,3.7612002,1,4.2046928,1,6.331502,1,8.3104153,1,6.5337887,1,4.4773369,1,5.7745514,1,5.2311087,1,7.5781455,1,0,0,4.8202815,1,7.5087872,1,3.7612002,1,0,0,7.6549172,1,6.4134588,1,9.7570734,10.023003,1,9.9588747,1,9.7290745,1,9.7539425,1,9.5958071,1,9.5958748,1,9.5064373,1,9.9947443,1,9.8936901,1,0,0,8.6919861,1,9.9164038,1,9.2950487,1,0,0,9.6044073,1,9.6064281,1,.31,1,.31,1,.38999999,1,.43000001,1,1.22,1,1.1900001,1,1.03,1,1.04,1,1.51,1,1.11,1,.38999999,1,.30000001,1,.69,1,.56,1,.63,1,.66000003,1,1.8099999,1,1.8,1,0,0,0,0,.30000001,1,.23999999,1,2.3499999,1,2.3199999,1,.56999999,1,.37,1,0,0,0,0,.73000002,1,.68000001,1,.62,1,.58999997,1
 Georgia,Bibb County,13,13021,8.227643,3.1780539,1,3.2580965,1,2.1972246,1,8.2117548,1,6.1398845,1,5.8289456,1,5.9738097,1,5.9026332,1,6.2934194,1,3.6109178,1,5.5834961,1,5.209486,1,2.9444389,1,6.3279366,1,8.0526152,1,6.9565454,1,11.247461,7.2174435,1,7.635787,1,9.047821,1,11.078304,1,8.7125959,1,8.0030289,1,9.0985146,1,8.6654406,1,9.708992,1,7.4983158,1,8.8388414,1,9.4973974,1,5.0172796,1,7.7689562,1,10.784897,1,9.6983681,1,9.9573603,10.328723,1,10.050138,1,9.9568386,1,9.9447737,1,9.5960789,1,9.8520365,1,10.194551,1,10.058267,1,10.237278,1,10.237636,1,8.9177132,1,10.308986,1,9.9747849,1,9.49582,1,9.8216267,1,9.7870102,1,.60000002,1,.68000001,1,.74000001,1,.74000001,1,1.14,1,1.14,1,1.01,1,1.01,1,.81999999,1,.5,1,.81999999,1,.66000003,1,1.1900001,1,1.5599999,1,1.21,1,1.11,1,.94,1,1.08,1,.92000002,1,.91000003,1,1.04,1,.85000002,1,1.0599999,1,1.27,1,.12,1,.13,1,.97000003,1,.91000003,1,1.03,1,.98000002,1,1.03,1,.95999998,1
 Georgia,Bleckley County,13,13023,5.3565865,1.7917595,1,1.9459101,1,1.6094379,1,5.267858,1,2.5649493,1,3.0910425,1,2.7080503,1,2.5649493,1,3.6109178,1,0,0,2.7080503,1,0,0,0,0,0,0,5.0562458,1,4.3307333,1,8.1022835,3.4011974,1,5.6276212,1,6.1841488,1,7.8276396,1,3.8286414,1,5.0689044,1,5.209486,1,4.3040652,1,7.3178763,1,0,0,5.1929569,1,0,0,0,0,0,0,6.9107509,1,6.1092477,1,9.6694727,10.060876,1,9.9395781,1,9.634758,1,9.6354771,1,9.5206156,1,9.2281799,1,9.787178,1,9.9334831,1,9.7586355,1,0,0,8.6607742,1,0,0,0,0,0,0,9.416297,1,9.3547869,1,.31,1,.34999999,1,2.3,1,2.74,1,1.51,1,1.46,1,.91000003,1,.88999999,1,.14,1,.11,1,1.01,1,.57999998,1,.56,1,.66000003,1,.36000001,1,.38999999,1,2.01,1,1.89,1,0,0,0,0,.63,1,.52999997,1,0,0,0,0,0,0,0,0,0,0,0,0,.5,1,.41999999,1,.66000003,1,.52999997,1
 Georgia,Brantley County,13,13025,4.882802,1.6094379,1,1.6094379,1,0,0,4.7621741,1,2.3025851,1,2.9957323,1,0,0,1.9459101,1,3.7376697,1,0,0,2.1972246,1,2.3978953,1,2.3978953,1,0,0,4.3174882,1,3.6375861,1,7.1608458,3.3322046,1,3.583519,1,0,0,6.6463904,1,4.882802,1,4.1271343,1,0,0,3.6375861,1,5.8141303,1,0,0,4.1431346,1,5.1817837,1,4.5538769,1,0,0,6.075346,1,5.1416636,1,9.6861401,9.8941441,1,9.9393368,1,0,0,9.6999626,1,10.006495,1,9.534234,1,0,0,9.9927797,1,9.5979128,1,0,0,8.4531879,1,9.2677603,1,10.049232,1,0,0,9.772068,1,9.5910349,1,.73000002,1,.69,1,.75999999,1,.88999999,1,0,0,0,0,.70999998,1,.74000001,1,1.0700001,1,1.28,1,1.01,1,.77999997,1,0,0,0,0,.47,1,.52999997,1,1.14,1,.89999998,1,0,0,0,0,.56,1,.38,1,.83999997,1,.47,1,4.5999999,1,6.8200002,1,0,0,0,0,.55000001,1,.66000003,1,.63999999,1,.64999998,1
 Georgia,Brooks County,13,13027,5.4026775,2.1972246,1,1.7917595,1,1.9459101,1,5.2983174,1,0,0,2.8332133,1,2.3025851,1,2.9957323,1,3.8501475,1,0,0,2.1972246,1,2.1972246,1,3.0445225,1,3.3672957,1,5.0304379,1,4.2046928,1,8.1376886,3.8501475,1,4.2195077,1,6.6554403,1,7.8359747,1,0,0,4.4543471,1,4.8441873,1,4.8675346,1,7.194437,1,0,0,4.5849676,1,6.9527287,1,5.2983174,1,4.1588831,1,7.0892429,1,6.0282784,1,9.5271196,9.9528961,1,9.8904018,1,9.5590944,1,9.4951429,1,0,0,9.7038164,1,9.8328505,1,9.6884365,1,9.4943151,1,0,0,8.5739517,1,9.4928846,1,9.3971519,1,9.2314167,1,9.4961205,1,9.4916773,1,.46000001,1,.55000001,1,.54000002,1,.70999998,1,2.3399999,1,2.4100001,1,.88,1,.87,1,0,0,0,0,.52999997,1,.56,1,.38,1,.52999997,1,.61000001,1,.58999997,1,1.71,1,1.4299999,1,0,0,0,0,.33000001,1,.30000001,1,1.87,1,1.52,1,3.6500001,1,3.3,1,.58999997,1,.64999998,1,.57999998,1,.61000001,1,.58999997,1,.63,1
 Georgia,Bryan County,13,13029,5.3659759,1.3862944,1,2.1972246,1,1.7917595,1,5.267858,1,2.9957323,1,3.5263605,1,2.5649493,1,2.6390574,1,3.9512436,1,0,0,3.0910425,1,0,0,0,0,0,0,4.9558272,1,4.0073333,1,7.8371596,3.4339871,1,4.7535901,1,6.4815769,1,7.4576092,1,4.8121843,1,4.9628448,1,4.2195077,1,4.2626801,1,6.2045579,1,0,0,5.9532433,1,0,0,0,0,0,0,7.1220598,1,6.2633982,1,9.6019096,9.9687605,1,9.9888849,1,9.6048117,1,9.5604334,1,10.049189,1,9.7044268,1,9.7933941,1,9.6094522,1,9.8058195,1,0,0,8.8107576,1,0,0,0,0,0,0,9.4428005,1,9.5323515,1,.41,1,.46000001,1,1.25,1,1.67,1,2.6500001,1,2.6600001,1,.81999999,1,.80000001,1,.50999999,1,.68000001,1,1.1799999,1,1.1799999,1,.27000001,1,.34,1,.44999999,1,.37,1,.86000001,1,.91000003,1,0,0,0,0,1.75,1,1.84,1,0,0,0,0,0,0,0,0,0,0,0,0,.80000001,1,.74000001,1,1,1,1.04,1
 Georgia,Bulloch County,13,13031,6.7475867,2.6390574,1,2.7725887,1,1.9459101,1,6.7031879,1,4.4067192,1,4.5217886,1,4.3694477,1,4.2341065,1,4.9698133,1,2.6390574,1,4.2766662,1,3.583519,1,2.7725887,1,4.6347289,1,6.508769,1,5.521461,1,9.563529,5.0039463,1,7.6615272,1,7.5294065,1,9.2202911,1,6.1441855,1,6.4876842,1,6.8638034,1,6.1420374,1,8.0304098,1,5.7170277,1,7.1592917,1,7.7384882,1,4.7957907,1,5.5759492,1,8.8575153,1,8.0949888,1,9.7540588,10.138994,1,10.039635,1,9.7665787,1,9.6719341,1,9.5818348,1,9.7536526,1,9.8109884,1,9.9075794,1,9.9635944,1,9.9420834,1,9.0186958,1,10.035393,1,9.4776926,1,9.2683258,1,9.5117035,1,9.4452543,1,.34999999,1,.40000001,1,4.0900002,1,4.9299998,1,1.34,1,1.36,1,.85000002,1,.79000002,1,.34,1,.25,1,.97000003,1,.87,1,.68000001,1,.75,1,.51999998,1,.5,1,.94999999,1,1.01,1,.83999997,1,.75,1,1.04,1,1.16,1,.98000002,1,1.1,1,.52999997,1,.41,1,.57999998,1,.54000002,1,.81,1,.69,1,1.11,1,.91000003,1
 Georgia,Burke County,13,13033,5.7203116,2.0794415,1,2.0794415,1,1.9459101,1,5.6419072,1,3.2188759,1,3.3322046,1,3.1354942,1,3.0445225,1,4.1108737,1,1.3862944,1,3.0445225,1,2.9957323,1,2.5649493,1,3.4339871,1,5.3981628,1,4.5538769,1,8.7238817,4.3174882,1,4.7449322,1,7.0596175,1,8.4749117,1,4.8283138,1,4.2904596,1,5.8971539,1,4.919981,1,7.4500794,1,4.7449322,1,5.3981628,1,7.3427792,1,4.6249728,1,4.4659081,1,8.0304098,1,7.6128311,1,9.9952459,9.9460678,1,9.9170456,1,9.7243013,1,10.053717,1,10.138955,1,9.6307602,1,9.5108156,1,9.7035112,1,9.548811,1,10.021715,1,9.8735952,1,9.5537176,1,9.4029427,1,9.0764656,1,10.25418,1,10.441442,1,.41,1,.30000001,1,.50999999,1,.43000001,1,1.95,1,1.48,1,.93000001,1,1,1,.20999999,1,.20999999,1,.25,1,.16,1,.60000002,1,.38999999,1,.36000001,1,.22,1,1.23,1,.68000001,1,.73000002,1,.56,1,.41,1,.85000002,1,1.53,1,.82999998,1,1.03,1,.58999997,1,.44,1,.27000001,1,.81999999,1,1.15,1,1.59,1,2.76,1
 Georgia,Butts County,13,13035,5.5174527,1.9459101,1,2.0794415,1,1.7917595,1,5.4293456,1,0,0,0,0,2.8903718,1,2.9957323,1,3.713572,1,0,0,2.8903718,1,2.6390574,1,0,0,3.2958369,1,5.2311087,1,4.4308167,1,8.1991892,3.9889841,1,6.3595738,1,6.2285109,1,7.8236461,1,0,0,0,0,5.8636312,1,4.9126549,1,6.7821922,1,0,0,5.2257466,1,6.6669569,1,0,0,4.1896548,1,7.3883281,1,6.7129564,1,9.6818428,10.047674,1,10.007216,1,9.793561,1,9.5511599,1,0,0,0,0,9.4664545,1,9.8834381,1,9.6699781,1,0,0,8.9148951,1,9.6705465,1,0,0,9.2231579,1,9.4798326,1,9.5092592,1,.5,1,.56,1,4.3499999,1,5.46,1,1.4299999,1,1.6,1,.81999999,1,.73000002,1,0,0,0,0,0,0,0,0,.98000002,1,.81999999,1,.60000002,1,.61000001,1,1.0700001,1,.91000003,1,0,0,0,0,.58999997,1,.63,1,1.3200001,1,1.1,1,0,0,0,0,.56999999,1,.54000002,1,.73000002,1,.64999998,1,1.09,1,1.02,1
 Georgia,Calhoun County,13,13037,4.8903489,1.7917595,1,2.0794415,1,2.0794415,1,4.7184987,1,1.3862944,1,2.3025851,1,1.3862944,1,1.9459101,1,3.4657359,1,0,0,0,0,1.6094379,1,2.8332133,1,0,0,4.3694477,1,3.7612002,1,7.2341771,3.1780539,1,3.9702919,1,6.0161572,1,6.8012829,1,2.5649493,1,4.3944492,1,2.7080503,1,3.8286414,1,6.1862087,1,0,0,0,0,5.6131282,1,4.8751974,1,0,0,6.0234475,1,5.7365723,1,9.5524397,9.8235245,1,10.113505,1,9.528285,1,9.5093336,1,9.057189,1,10.089345,1,9.6373062,1,9.8782721,1,9.5356073,1,0,0,0,0,9.3086462,1,9.503458,1,0,0,9.4775391,1,9.456419,1,.57999998,1,.61000001,1,1.05,1,1.67,1,3.04,1,2.97,1,.77999997,1,.75,1,.1,1,.050000001,1,1.23,1,1.87,1,.11,1,.12,1,.52999997,1,.60000002,1,1.54,1,1.3099999,1,0,0,0,0,0,0,0,0,1.21,1,.80000001,1,5.9000001,1,5.7800002,1,0,0,0,0,.49000001,1,.49000001,1,1.08,1,1.09,1
 Georgia,Camden County,13,13039,6.2265368,2.1972246,1,2.1972246,1,1.9459101,1,6.1758671,1,4.1271343,1,4.4188404,1,3.4965076,1,3.8918202,1,4.8283138,1,1.9459101,1,3.8918202,1,2.9444389,1,3.1354942,1,3.7841897,1,5.8749309,1,4.7095304,1,9.1227102,6.7093043,1,4.5538769,1,7.1793079,1,8.8441925,1,7.3258076,1,6.3456364,1,5.529429,1,5.3890719,1,7.8785343,1,4.7361984,1,6.872128,1,7.5735312,1,4.8283138,1,5.0172796,1,8.3647413,1,6.9772816,1,9.9532299,9.9022865,1,9.9394817,1,9.7122059,1,9.9987974,1,10.223975,1,9.8732347,1,9.6361313,1,9.5900087,1,10.321112,1,9.8910103,1,8.8686943,1,10.446074,1,9.76227,1,9.1844072,1,9.7323437,1,9.391161,1,3.02,1,2.24,1,.28,1,.25,1,1.47,1,1.16,1,.89999998,1,.95999998,1,1.72,1,1.96,1,1.3,1,1.08,1,.28,1,.20999999,1,.38,1,.22,1,1.27,1,1.58,1,.49000001,1,.34,1,1.21,1,.94999999,1,1.3,1,1.79,1,.85000002,1,.72000003,1,.51999998,1,.36000001,1,.76999998,1,.67000002,1,.56999999,1,.36000001,1
 Georgia,Candler County,13,13043,5.2311087,1.7917595,1,1.7917595,1,1.7917595,1,5.1298985,1,2.7725887,1,2.4849067,1,2.4849067,1,2.3025851,1,3.4339871,1,1.3862944,1,2.3025851,1,2.3978953,1,2.0794415,1,2.6390574,1,4.9272537,1,4.2766662,1,7.7642961,3.2580965,1,3.713572,1,6.1355648,1,7.5104303,1,4.0430512,1,3.6375861,1,5.8260002,1,4.2626801,1,6.182085,1,4.356709,1,5.3518581,1,6.0161572,1,3.583519,1,3.7841897,1,7.202661,1,6.2971091,1,9.5513735,10.042641,1,9.9681511,1,9.7044878,1,9.4869108,1,10.016816,1,9.365119,1,9.444622,1,9.7251377,1,9.5564089,1,9.8551893,1,8.6211929,1,9.5730371,1,9.5478125,1,9.4926577,1,9.4606323,1,9.5007687,1,.37,1,.47,1,.47999999,1,.66000003,1,2.02,1,2.3499999,1,.93000001,1,.88,1,.25,1,.34999999,1,.34,1,.25,1,1.46,1,1.37,1,.47999999,1,.47999999,1,.89999998,1,.77999997,1,1.3,1,1.3099999,1,1.03,1,.94,1,1.0599999,1,.91000003,1,.94999999,1,.98000002,1,.58999997,1,.82999998,1,.94,1,.93000001,1,1.11,1,1.1799999,1
